chapter,book,wave,status,start_time,end_time,duration_s,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,total_tokens,cost_usd,last_heartbeat,terminal_id,retry_at
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,2026-05-05T06:07:52Z,,,,,,,,,2026-05-05T06:07:52Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,2026-05-05T06:07:52Z,,,,,,,,,2026-05-05T06:07:52Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,2026-05-05T06:07:54Z,,,,,,,,,2026-05-05T06:07:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,2026-05-05T06:07:54Z,,,,,,,,,2026-05-05T06:07:54Z,Mac-58405,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:08:22Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:08:22Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:08:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:08:24Z,Mac-58405,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:08:52Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:08:52Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:08:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:08:54Z,Mac-58405,
adwd-bran-01,ADWD,1,failed-stale,2026-05-05T06:09:15Z,,,,,,,,,2026-05-05T06:09:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,2026-05-05T06:09:15Z,,,,,,,,,2026-05-05T06:09:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,2026-05-05T06:09:16Z,,,,,,,,,2026-05-05T06:09:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,2026-05-05T06:09:16Z,,,,,,,,,2026-05-05T06:09:16Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:09:22Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:09:22Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:09:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:09:24Z,Mac-58405,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:09:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:09:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:09:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:09:46Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:09:52Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:09:52Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:09:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:09:54Z,Mac-58405,
adwd-bran-02,ADWD,1,failed-stale,2026-05-05T06:09:59Z,,,,,,,,,2026-05-05T06:09:59Z,Mac-60880,
adwd-daenerys-07,ADWD,3,failed-stale,2026-05-05T06:09:59Z,,,,,,,,,2026-05-05T06:09:59Z,Mac-61116,
adwd-daenerys-02,ADWD,2,failed-stale,2026-05-05T06:10:00Z,,,,,,,,,2026-05-05T06:10:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,2026-05-05T06:10:00Z,,,,,,,,,2026-05-05T06:10:00Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:10:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:10:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:10:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:10:16Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:10:22Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:10:22Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:10:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:10:24Z,Mac-58405,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:10:29Z,Mac-60880,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:10:29Z,Mac-61116,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:10:30Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:10:30Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:10:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:10:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:10:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:10:46Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:10:52Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:10:53Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:10:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:10:54Z,Mac-58405,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:10:59Z,Mac-60880,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:10:59Z,Mac-61116,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:11:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:11:00Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:11:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:11:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:11:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:11:17Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:11:22Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:11:23Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:11:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:11:24Z,Mac-58405,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:11:29Z,Mac-60880,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:11:29Z,Mac-61116,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:11:30Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:11:30Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:11:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:11:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:11:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:11:47Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:11:52Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:11:53Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:11:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:11:54Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,2026-05-05T06:11:58Z,,,,,,,,,2026-05-05T06:11:58Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,2026-05-05T06:11:58Z,,,,,,,,,2026-05-05T06:11:58Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:11:59Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,2026-05-05T06:11:59Z,,,,,,,,,2026-05-05T06:11:59Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:11:59Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,2026-05-05T06:11:59Z,,,,,,,,,2026-05-05T06:11:59Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:00Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:17Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:22Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:23Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:24Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:28Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:28Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:29Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:29Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:29Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:29Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:30Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:30Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:47Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:52Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:53Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:54Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:58Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:58Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:12:59Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:12:59Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:12:59Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:12:59Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:00Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:17Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:23Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:23Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:24Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:28Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:28Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:29Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:29Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:29Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:29Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:30Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:30Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:47Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:53Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:53Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:54Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:58Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:58Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:13:59Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:13:59Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:13:59Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:13:59Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:14:00Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:14:17Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:23Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:23Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:14:24Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:28Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:28Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:29Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:29Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:29Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:14:30Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:30Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:14:30Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:14:47Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:53Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:53Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:14:54Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:58Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:58Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:14:59Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:14:59Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:14:59Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:00Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:00Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:17Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:23Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:23Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:24Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:28Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:28Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:29Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:29Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:29Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:30Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:30Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:30Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:47Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:53Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:53Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:15:54Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:58Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:58Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:15:59Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:15:59Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:15:59Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:00Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:00Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:15Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:15Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:16Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:17Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:23Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:23Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:24Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:24Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:28Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:28Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:29Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:29Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:29Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:30Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:30Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:30Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:45Z,Mac-59534,
adwd-daenerys-06,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:45Z,Mac-59802,
adwd-daenerys-01,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:46Z,Mac-59948,
adwd-davos-01,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:47Z,Mac-60061,
adwd-a-ghost-in-winterfell-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:53Z,Mac-58102,
adwd-daenerys-05,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:53Z,Mac-58150,
adwd-cersei-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:54Z,Mac-58326,
adwd-daenerys-10,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:16:54Z,Mac-58405,
adwd-bran-03,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:58Z,Mac-62406,
adwd-daenerys-08,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:58Z,Mac-62651,
adwd-bran-02,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:16:59Z,Mac-60880,
adwd-daenerys-03,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:16:59Z,Mac-62824,
adwd-daenerys-07,ADWD,3,failed-stale,,,,,,,,,,2026-05-05T06:16:59Z,Mac-61116,
adwd-davos-03,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:17:00Z,Mac-62942,
adwd-daenerys-02,ADWD,2,failed-stale,,,,,,,,,,2026-05-05T06:17:00Z,Mac-61277,
adwd-davos-02,ADWD,4,failed-stale,,,,,,,,,,2026-05-05T06:17:01Z,Mac-61358,
adwd-bran-01,ADWD,1,failed-stale,,,,,,,,,,2026-05-05T06:17:15Z,Mac-59534,
